pid,label,company,_date,decade,commentary,object_type,source,source_name,order,layout,collection,thumbnail,manifest
obj33,How and Why Wonder Book of Electronics Page 37,Transworld Publishers,????,60s,,magazine,How_and_Why Mathematics_Page_37,,32,qatar_item,temp_collection,"/img/derivatives/iiif/images/obj33/full/250,/0/default.jpg",/img/derivatives/iiif/obj33/manifest.json
obj34,How and Why Wonder Book of Electronics Page 38,Transworld Publishers,????,60s,,magazine,How_and_Why Mathematics_Page_38,,33,qatar_item,temp_collection,"/img/derivatives/iiif/images/obj34/full/250,/0/default.jpg",/img/derivatives/iiif/obj34/manifest.json
obj35,How and Why Wonder Book of Electronics Page 39,Transworld Publishers,????,60s,,magazine,How_and_Why Mathematics_Page_39,,34,qatar_item,temp_collection,"/img/derivatives/iiif/images/obj35/full/250,/0/default.jpg",/img/derivatives/iiif/obj35/manifest.json
obj36,How and Why Wonder Book of Robots and Electronic Brains Page 1,Transworld Publishers,????,60s,,magazine,How-and-Why-Wonder-Book-of-Robots-and-Electronic-Brains_Page_01,,35,qatar_item,temp_collection,"/img/derivatives/iiif/images/obj36/full/250,/0/default.jpg",/img/derivatives/iiif/obj36/manifest.json
obj37,How and Why Wonder Book of Robots and Electronic Brains Page 3,Transworld Publishers,????,60s,,magazine,How-and-Why-Wonder-Book-of-Robots-and-Electronic-Brains_Page_03,,36,qatar_item,temp_collection,"/img/derivatives/iiif/images/obj37/full/250,/0/default.jpg",/img/derivatives/iiif/obj37/manifest.json
obj38,How and Why Wonder Book of Robots and Electronic Brains Page 4,Transworld Publishers,????,60s,,magazine,How-and-Why-Wonder-Book-of-Robots-and-Electronic-Brains_Page_10,,37,qatar_item,temp_collection,"/img/derivatives/iiif/images/obj38/full/250,/0/default.jpg",/img/derivatives/iiif/obj38/manifest.json
obj39,How and Why Wonder Book of Robots and Electronic Brains Page 5,Transworld Publishers,????,60s,,magazine,How-and-Why-Wonder-Book-of-Robots-and-Electronic-Brains_Page_11,,38,qatar_item,temp_collection,"/img/derivatives/iiif/images/obj39/full/250,/0/default.jpg",/img/derivatives/iiif/obj39/manifest.json
obj40,How and Why Wonder Book of Robots and Electronic Brains Page 6,Transworld Publishers,????,60s,,magazine,How-and-Why-Wonder-Book-of-Robots-and-Electronic-Brains_Page_12,,39,qatar_item,temp_collection,"/img/derivatives/iiif/images/obj40/full/250,/0/default.jpg",/img/derivatives/iiif/obj40/manifest.json
obj5,Honeywell Blows Your Mind,,1965,60s,,brochure,H316GenPurpDigComp_1965,H316 General Purpose Digital Computer,4,qatar_item,temp_collection,"/img/derivatives/iiif/images/obj5/full/250,/0/default.jpg",/img/derivatives/iiif/obj5/manifest.json
obj41,How and Why Wonder Book of Robots and Electronic Brains Page 7,Transworld Publishers,????,60s,,magazine,How-and-Why-Wonder-Book-of-Robots-and-Electronic-Brains_Page_13,,40,qatar_item,temp_collection,"/img/derivatives/iiif/images/obj41/full/250,/0/default.jpg",/img/derivatives/iiif/obj41/manifest.json
obj42,How and Why Wonder Book of Robots and Electronic Brains Page 8,Transworld Publishers,????,60s,,magazine,How-and-Why-Wonder-Book-of-Robots-and-Electronic-Brains_Page_14,,41,qatar_item,temp_collection,"/img/derivatives/iiif/images/obj42/full/250,/0/default.jpg",/img/derivatives/iiif/obj42/manifest.json
obj43,How and Why Wonder Book of Robots and Electronic Brains Page 9,Transworld Publishers,????,60s,,magazine,How-and-Why-Wonder-Book-of-Robots-and-Electronic-Brains_Page_15,,42,qatar_item,temp_collection,"/img/derivatives/iiif/images/obj43/full/250,/0/default.jpg",/img/derivatives/iiif/obj43/manifest.json
obj44,How and Why Wonder Book of Robots and Electronic Brains Page 10,Transworld Publishers,????,60s,,magazine,How-and-Why-Wonder-Book-of-Robots-and-Electronic-Brains_Page_16,,43,qatar_item,temp_collection,"/img/derivatives/iiif/images/obj44/full/250,/0/default.jpg",/img/derivatives/iiif/obj44/manifest.json
obj45,How and Why Wonder Book of Robots and Electronic Brains Page 11,Transworld Publishers,????,60s,,magazine,How-and-Why-Wonder-Book-of-Robots-and-Electronic-Brains_Page_17,,44,qatar_item,temp_collection,"/img/derivatives/iiif/images/obj45/full/250,/0/default.jpg",/img/derivatives/iiif/obj45/manifest.json
obj46,How and Why Wonder Book of Robots and Electronic Brains Page 12,Transworld Publishers,????,60s,,magazine,How-and-Why-Wonder-Book-of-Robots-and-Electronic-Brains_Page_18,,45,qatar_item,temp_collection,"/img/derivatives/iiif/images/obj46/full/250,/0/default.jpg",/img/derivatives/iiif/obj46/manifest.json
obj47,How and Why Wonder Book of Robots and Electronic Brains Page 13,Transworld Publishers,????,60s,,magazine,How-and-Why-Wonder-Book-of-Robots-and-Electronic-Brains_Page_19,,46,qatar_item,temp_collection,"/img/derivatives/iiif/images/obj47/full/250,/0/default.jpg",/img/derivatives/iiif/obj47/manifest.json
obj48,How and Why Wonder Book of Robots and Electronic Brains Page 14,Transworld Publishers,????,60s,,magazine,How-and-Why-Wonder-Book-of-Robots-and-Electronic-Brains_Page_20,,47,qatar_item,temp_collection,"/img/derivatives/iiif/images/obj48/full/250,/0/default.jpg",/img/derivatives/iiif/obj48/manifest.json
obj49,How and Why Wonder Book of Robots and Electronic Brains Page 15,Transworld Publishers,????,60s,,magazine,How-and-Why-Wonder-Book-of-Robots-and-Electronic-Brains_Page_21,,48,qatar_item,temp_collection,"/img/derivatives/iiif/images/obj49/full/250,/0/default.jpg",/img/derivatives/iiif/obj49/manifest.json
obj50,How and Why Wonder Book of Robots and Electronic Brains Page 16,Transworld Publishers,????,60s,,magazine,How-and-Why-Wonder-Book-of-Robots-and-Electronic-Brains_Page_22,,49,qatar_item,temp_collection,"/img/derivatives/iiif/images/obj50/full/250,/0/default.jpg",/img/derivatives/iiif/obj50/manifest.json
obj6,Pacific Data Systems Love Letter To Women,,1964,60s,,brochure,IntroPDS1020DigComp_1964,Introduction to Pacfici Data Systems 1020 Digital Computer,5,qatar_item,temp_collection,"/img/derivatives/iiif/images/obj6/full/250,/0/default.jpg",/img/derivatives/iiif/obj6/manifest.json
obj51,How and Why Wonder Book of Robots and Electronic Brains Page 17,Transworld Publishers,????,60s,,magazine,How-and-Why-Wonder-Book-of-Robots-and-Electronic-Brains_Page_23,,50,qatar_item,temp_collection,"/img/derivatives/iiif/images/obj51/full/250,/0/default.jpg",/img/derivatives/iiif/obj51/manifest.json
obj52,How and Why Wonder Book of Robots and Electronic Brains Page 18,Transworld Publishers,????,60s,,magazine,How-and-Why-Wonder-Book-of-Robots-and-Electronic-Brains_Page_24,,51,qatar_item,temp_collection,"/img/derivatives/iiif/images/obj52/full/250,/0/default.jpg",/img/derivatives/iiif/obj52/manifest.json
obj53,How and Why Wonder Book of Robots and Electronic Brains Page 19,Transworld Publishers,????,60s,,magazine,How-and-Why-Wonder-Book-of-Robots-and-Electronic-Brains_Page_25,,52,qatar_item,temp_collection,"/img/derivatives/iiif/images/obj53/full/250,/0/default.jpg",/img/derivatives/iiif/obj53/manifest.json
obj54,How and Why Wonder Book of Robots and Electronic Brains Page 20,Transworld Publishers,????,60s,,magazine,How-and-Why-Wonder-Book-of-Robots-and-Electronic-Brains_Page_26,,53,qatar_item,temp_collection,"/img/derivatives/iiif/images/obj54/full/250,/0/default.jpg",/img/derivatives/iiif/obj54/manifest.json
obj55,How and Why Wonder Book of Robots and Electronic Brains Page 21,Transworld Publishers,????,60s,,magazine,How-and-Why-Wonder-Book-of-Robots-and-Electronic-Brains_Page_27,,54,qatar_item,temp_collection,"/img/derivatives/iiif/images/obj55/full/250,/0/default.jpg",/img/derivatives/iiif/obj55/manifest.json
obj56,How and Why Wonder Book of Robots and Electronic Brains Page 22,Transworld Publishers,????,60s,,magazine,How-and-Why-Wonder-Book-of-Robots-and-Electronic-Brains_Page_28,,55,qatar_item,temp_collection,"/img/derivatives/iiif/images/obj56/full/250,/0/default.jpg",/img/derivatives/iiif/obj56/manifest.json
obj57,How and Why Wonder Book of Robots and Electronic Brains Page 23,Transworld Publishers,????,60s,,magazine,How-and-Why-Wonder-Book-of-Robots-and-Electronic-Brains_Page_29,,56,qatar_item,temp_collection,"/img/derivatives/iiif/images/obj57/full/250,/0/default.jpg",/img/derivatives/iiif/obj57/manifest.json
obj58,How and Why Wonder Book of Robots and Electronic Brains Page 24,Transworld Publishers,????,60s,,magazine,How-and-Why-Wonder-Book-of-Robots-and-Electronic-Brains_Page_30,,57,qatar_item,temp_collection,"/img/derivatives/iiif/images/obj58/full/250,/0/default.jpg",/img/derivatives/iiif/obj58/manifest.json
obj59,How and Why Wonder Book of Robots and Electronic Brains Page 25,Transworld Publishers,????,60s,,magazine,How-and-Why-Wonder-Book-of-Robots-and-Electronic-Brains_Page_31,,58,qatar_item,temp_collection,"/img/derivatives/iiif/images/obj59/full/250,/0/default.jpg",/img/derivatives/iiif/obj59/manifest.json
obj60,How and Why Wonder Book of Robots and Electronic Brains Page 26,Transworld Publishers,????,60s,,magazine,How-and-Why-Wonder-Book-of-Robots-and-Electronic-Brains_Page_32,,59,qatar_item,temp_collection,"/img/derivatives/iiif/images/obj60/full/250,/0/default.jpg",/img/derivatives/iiif/obj60/manifest.json
obj7,IBM Computer Elbow Room,IBM,1971,70s,,ad,IBM_ComElbowRoom_1971,,6,qatar_item,temp_collection,"/img/derivatives/iiif/images/obj7/full/250,/0/default.jpg",/img/derivatives/iiif/obj7/manifest.json
obj61,How and Why Wonder Book of Robots and Electronic Brains Page 27,Transworld Publishers,????,60s,,magazine,How-and-Why-Wonder-Book-of-Robots-and-Electronic-Brains_Page_33,,60,qatar_item,temp_collection,"/img/derivatives/iiif/images/obj61/full/250,/0/default.jpg",/img/derivatives/iiif/obj61/manifest.json
obj62,How and Why Wonder Book of Robots and Electronic Brains Page 28,Transworld Publishers,????,60s,,magazine,How-and-Why-Wonder-Book-of-Robots-and-Electronic-Brains_Page_34,,61,qatar_item,temp_collection,"/img/derivatives/iiif/images/obj62/full/250,/0/default.jpg",/img/derivatives/iiif/obj62/manifest.json
obj63,How and Why Wonder Book of Robots and Electronic Brains Page 29,Transworld Publishers,????,60s,,magazine,How-and-Why-Wonder-Book-of-Robots-and-Electronic-Brains_Page_35,,62,qatar_item,temp_collection,"/img/derivatives/iiif/images/obj63/full/250,/0/default.jpg",/img/derivatives/iiif/obj63/manifest.json
obj64,How and Why Wonder Book of Robots and Electronic Brains Page 30,Transworld Publishers,????,60s,,magazine,How-and-Why-Wonder-Book-of-Robots-and-Electronic-Brains_Page_36,,63,qatar_item,temp_collection,"/img/derivatives/iiif/images/obj64/full/250,/0/default.jpg",/img/derivatives/iiif/obj64/manifest.json
obj65,How and Why Wonder Book of Robots and Electronic Brains Page 31,Transworld Publishers,????,60s,,magazine,How-and-Why-Wonder-Book-of-Robots-and-Electronic-Brains_Page_37,,64,qatar_item,temp_collection,"/img/derivatives/iiif/images/obj65/full/250,/0/default.jpg",/img/derivatives/iiif/obj65/manifest.json
obj66,How and Why Wonder Book of Robots and Electronic Brains Page 32,Transworld Publishers,????,60s,,magazine,How-and-Why-Wonder-Book-of-Robots-and-Electronic-Brains_Page_38,,65,qatar_item,temp_collection,"/img/derivatives/iiif/images/obj66/full/250,/0/default.jpg",/img/derivatives/iiif/obj66/manifest.json
obj67,How and Why Wonder Book of Robots and Electronic Brains Page 33,Transworld Publishers,????,60s,,magazine,How-and-Why-Wonder-Book-of-Robots-and-Electronic-Brains_Page_39,,66,qatar_item,temp_collection,"/img/derivatives/iiif/images/obj67/full/250,/0/default.jpg",/img/derivatives/iiif/obj67/manifest.json
obj68,How and Why Wonder Book of Robots and Electronic Brains Page 34,Transworld Publishers,????,60s,,magazine,How-and-Why-Wonder-Book-of-Robots-and-Electronic-Brains_Page_40,,67,qatar_item,temp_collection,"/img/derivatives/iiif/images/obj68/full/250,/0/default.jpg",/img/derivatives/iiif/obj68/manifest.json
obj69,How and Why Wonder Book of Robots and Electronic Brains Page 35,Transworld Publishers,????,60s,,magazine,How-and-Why-Wonder-Book-of-Robots-and-Electronic-Brains_Page_41,,68,qatar_item,temp_collection,"/img/derivatives/iiif/images/obj69/full/250,/0/default.jpg",/img/derivatives/iiif/obj69/manifest.json
obj70,How and Why Wonder Book of Robots and Electronic Brains Page 36,Transworld Publishers,????,60s,,magazine,How-and-Why-Wonder-Book-of-Robots-and-Electronic-Brains_Page_42,,69,qatar_item,temp_collection,"/img/derivatives/iiif/images/obj70/full/250,/0/default.jpg",/img/derivatives/iiif/obj70/manifest.json
obj8,IBM Customer Executive Program,IBM,1987,70s,,ad,IBM_Customer_Executive_Program_Port_1978,,7,qatar_item,temp_collection,"/img/derivatives/iiif/images/obj8/full/250,/0/default.jpg",/img/derivatives/iiif/obj8/manifest.json
obj71,How and Why Wonder Book of Robots and Electronic Brains Page 37,Transworld Publishers,????,60s,,magazine,How-and-Why-Wonder-Book-of-Robots-and-Electronic-Brains_Page_43,,70,qatar_item,temp_collection,"/img/derivatives/iiif/images/obj71/full/250,/0/default.jpg",/img/derivatives/iiif/obj71/manifest.json
obj72,How and Why Wonder Book of Robots and Electronic Brains Page 38,Transworld Publishers,????,60s,,magazine,How-and-Why-Wonder-Book-of-Robots-and-Electronic-Brains_Page_44,,71,qatar_item,temp_collection,"/img/derivatives/iiif/images/obj72/full/250,/0/default.jpg",/img/derivatives/iiif/obj72/manifest.json
obj73,How and Why Wonder Book of Robots and Electronic Brains Page 39,Transworld Publishers,????,60s,,magazine,How-and-Why-Wonder-Book-of-Robots-and-Electronic-Brains_Page_45,,72,qatar_item,temp_collection,"/img/derivatives/iiif/images/obj73/full/250,/0/default.jpg",/img/derivatives/iiif/obj73/manifest.json
obj74,How and Why Wonder Book of Robots and Electronic Brains Page 40,Transworld Publishers,????,60s,,magazine,How-and-Why-Wonder-Book-of-Robots-and-Electronic-Brains_Page_46,,73,qatar_item,temp_collection,"/img/derivatives/iiif/images/obj74/full/250,/0/default.jpg",/img/derivatives/iiif/obj74/manifest.json
obj75,How and Why Wonder Book of Robots and Electronic Brains Page 41,Transworld Publishers,????,60s,,magazine,How-and-Why-Wonder-Book-of-Robots-and-Electronic-Brains_Page_47,,74,qatar_item,temp_collection,"/img/derivatives/iiif/images/obj75/full/250,/0/default.jpg",/img/derivatives/iiif/obj75/manifest.json
obj76,How and Why Wonder Book of Robots and Electronic Brains Page 42,Transworld Publishers,????,60s,,magazine,How-and-Why-Wonder-Book-of-Robots-and-Electronic-Brains_Page_48,,75,qatar_item,temp_collection,"/img/derivatives/iiif/images/obj76/full/250,/0/default.jpg",/img/derivatives/iiif/obj76/manifest.json
obj77,How and Why Wonder Book of Robots and Electronic Brains Page 43,Transworld Publishers,????,60s,,magazine,How-and-Why-Wonder-Book-of-Robots-and-Electronic-Brains_Page_49,,76,qatar_item,temp_collection,"/img/derivatives/iiif/images/obj77/full/250,/0/default.jpg",/img/derivatives/iiif/obj77/manifest.json
obj78,How and Why Wonder Book of Robots and Electronic Brains Page 44,Transworld Publishers,????,60s,,magazine,How-and-Why-Wonder-Book-of-Robots-and-Electronic-Brains_Page_50,,77,qatar_item,temp_collection,"/img/derivatives/iiif/images/obj78/full/250,/0/default.jpg",/img/derivatives/iiif/obj78/manifest.json
obj79,IBM Eleltric Model B Brochure Page 1,IBM,1955,50s,,brochure,IBM _Electric_ModelB_brochure_1955_Page_1,,78,qatar_item,temp_collection,"/img/derivatives/iiif/images/obj79/full/250,/0/default.jpg",/img/derivatives/iiif/obj79/manifest.json
obj80,IBM Eleltric Model B Brochure Page 2,IBM,1955,50s,,brochure,IBM _Electric_ModelB_brochure_1955_Page_2,,79,qatar_item,temp_collection,"/img/derivatives/iiif/images/obj80/full/250,/0/default.jpg",/img/derivatives/iiif/obj80/manifest.json
obj9,IBM There Was a Time,IBM,1982,80s,,ad,IBM_ThereWasATime_1982,,8,qatar_item,temp_collection,"/img/derivatives/iiif/images/obj9/full/250,/0/default.jpg",/img/derivatives/iiif/obj9/manifest.json
obj81,IBM Eleltric Model B Brochure Page 3,IBM,1955,50s,,brochure,IBM _Electric_ModelB_brochure_1955_Page_3,,80,qatar_item,temp_collection,"/img/derivatives/iiif/images/obj81/full/250,/0/default.jpg",/img/derivatives/iiif/obj81/manifest.json
obj82,IBM Eleltric Model B Brochure Page 4,IBM,1955,50s,,brochure,IBM _Electric_ModelB_brochure_1955_Page_4,,81,qatar_item,temp_collection,"/img/derivatives/iiif/images/obj82/full/250,/0/default.jpg",/img/derivatives/iiif/obj82/manifest.json
obj83,Collage IBM San Jose Plant,Online Archives California (University of California),1959,50s,,photo,CollageIBMSanJosePlant_1959,,82,qatar_item,temp_collection,"/img/derivatives/iiif/images/obj83/full/250,/0/default.jpg",/img/derivatives/iiif/obj83/manifest.json
obj84,IBM Card Reader,Online Archives California (University of California),,,,photo,IBMCardReader,,83,qatar_item,temp_collection,"/img/derivatives/iiif/images/obj84/full/250,/0/default.jpg",/img/derivatives/iiif/obj84/manifest.json
obj85,Univac 9400 System Page 1,Sperry Rand Corporation. Univac Data Processing Division,1969,60s,,brochure,univac_9400_1969_Page_01,,84,qatar_item,temp_collection,"/img/derivatives/iiif/images/obj85/full/250,/0/default.jpg",/img/derivatives/iiif/obj85/manifest.json
obj86,Univac 9400 System Page 2,Sperry Rand Corporation. Univac Data Processing Division,1969,60s,,brochure,univac_9400_1969_Page_02,,85,qatar_item,temp_collection,"/img/derivatives/iiif/images/obj86/full/250,/0/default.jpg",/img/derivatives/iiif/obj86/manifest.json
obj87,Univac 9400 System Page 3,Sperry Rand Corporation. Univac Data Processing Division,1969,60s,,brochure,univac_9400_1969_Page_03,,86,qatar_item,temp_collection,"/img/derivatives/iiif/images/obj87/full/250,/0/default.jpg",/img/derivatives/iiif/obj87/manifest.json
obj88,Univac 9400 System Page 4,Sperry Rand Corporation. Univac Data Processing Division,1969,60s,,brochure,univac_9400_1969_Page_04,,87,qatar_item,temp_collection,"/img/derivatives/iiif/images/obj88/full/250,/0/default.jpg",/img/derivatives/iiif/obj88/manifest.json
obj89,Univac 9400 System Page 5,Sperry Rand Corporation. Univac Data Processing Division,1969,60s,,brochure,univac_9400_1969_Page_05,,88,qatar_item,temp_collection,"/img/derivatives/iiif/images/obj89/full/250,/0/default.jpg",/img/derivatives/iiif/obj89/manifest.json
obj90,Univac 9400 System Page 6,Sperry Rand Corporation. Univac Data Processing Division,1969,60s,,brochure,univac_9400_1969_Page_06,,89,qatar_item,temp_collection,"/img/derivatives/iiif/images/obj90/full/250,/0/default.jpg",/img/derivatives/iiif/obj90/manifest.json
obj10,Someday Computers Will Talk,Madison and Wall,1971,70s,,brochure,SomedayCompTalk_brochure_MadisonandWall_1971,,9,qatar_item,temp_collection,"/img/derivatives/iiif/images/obj10/full/250,/0/default.jpg",/img/derivatives/iiif/obj10/manifest.json
obj91,Univac 9400 System Page 7,Sperry Rand Corporation. Univac Data Processing Division,1969,60s,,brochure,univac_9400_1969_Page_07,,90,qatar_item,temp_collection,"/img/derivatives/iiif/images/obj91/full/250,/0/default.jpg",/img/derivatives/iiif/obj91/manifest.json
obj92,Univac 9400 System Page 8,Sperry Rand Corporation. Univac Data Processing Division,1969,60s,,brochure,univac_9400_1969_Page_08,,91,qatar_item,temp_collection,"/img/derivatives/iiif/images/obj92/full/250,/0/default.jpg",/img/derivatives/iiif/obj92/manifest.json
obj93,Univac 9400 System Page 9,Sperry Rand Corporation. Univac Data Processing Division,1969,60s,,brochure,univac_9400_1969_Page_09,,92,qatar_item,temp_collection,"/img/derivatives/iiif/images/obj93/full/250,/0/default.jpg",/img/derivatives/iiif/obj93/manifest.json
obj94,Univac 9400 System Page 10,Sperry Rand Corporation. Univac Data Processing Division,1969,60s,,brochure,univac_9400_1969_Page_10,,93,qatar_item,temp_collection,"/img/derivatives/iiif/images/obj94/full/250,/0/default.jpg",/img/derivatives/iiif/obj94/manifest.json
obj95,Univac 9400 System Page 11,Sperry Rand Corporation. Univac Data Processing Division,1969,60s,,brochure,univac_9400_1969_Page_11,,94,qatar_item,temp_collection,"/img/derivatives/iiif/images/obj95/full/250,/0/default.jpg",/img/derivatives/iiif/obj95/manifest.json
obj96,Univac 9400 System Page 12,Sperry Rand Corporation. Univac Data Processing Division,1969,60s,,brochure,univac_9400_1969_Page_12,,95,qatar_item,temp_collection,"/img/derivatives/iiif/images/obj96/full/250,/0/default.jpg",/img/derivatives/iiif/obj96/manifest.json
obj97,Univac 9400 System Page 13,Sperry Rand Corporation. Univac Data Processing Division,1969,60s,,brochure,univac_9400_1969_Page_13,,96,qatar_item,temp_collection,"/img/derivatives/iiif/images/obj97/full/250,/0/default.jpg",/img/derivatives/iiif/obj97/manifest.json
obj98,Univac 9400 System Page 14,Sperry Rand Corporation. Univac Data Processing Division,1969,60s,,brochure,univac_9400_1969_Page_14,,97,qatar_item,temp_collection,"/img/derivatives/iiif/images/obj98/full/250,/0/default.jpg",/img/derivatives/iiif/obj98/manifest.json
obj99,Univac 9400 System Page 15,Sperry Rand Corporation. Univac Data Processing Division,1969,60s,,brochure,univac_9400_1969_Page_15,,98,qatar_item,temp_collection,"/img/derivatives/iiif/images/obj99/full/250,/0/default.jpg",/img/derivatives/iiif/obj99/manifest.json
obj100,Univac 9400 System Page 16,Sperry Rand Corporation. Univac Data Processing Division,1969,60s,,brochure,univac_9400_1969_Page_16,,99,qatar_item,temp_collection,"/img/derivatives/iiif/images/obj100/full/250,/0/default.jpg",/img/derivatives/iiif/obj100/manifest.json
